,movies_titles,movies_links,budget,synopsis,country,directeur,scenaristes,vedettes,titres,rating
156,Le septième sceau,https://www.imdb.com//title/tt0050976/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_156,150000,"A Knight and his squire are home from the crusades. Black Death is sweeping their country. As they approach home, Death appears to the knight and tells him it is his time. The knight challenges Death to a chess game for his life. The Knight and Death play as the cultural turmoil envelopes the people around them as they try, in different ways, to deal with the upheaval the plague has caused.",['Sweden'],['Ingmar Bergman '],"['Ingmar Bergman (play)', ' Ingmar Bergman (screenplay)    ']","['Max von Sydow', ' Gunnar Björnstrand', ' Bengt Ekerot |']","['Max von Sydow', ' Gunnar Björnstrand', ' Bengt Ekerot |']","8,1"
157,"No Country for Old Men - Non, ce pays n'est pas pour le vieil homme",https://www.imdb.com//title/tt0477348/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_157,25000000,"In rural Texas, welder and hunter Llewelyn Moss (Josh Brolin) discovers the remains of several drug runners who have all killed each other in an exchange gone violently wrong. Rather than report the discovery to the police, Moss decides to simply take the two million dollars present for himself. This puts the psychopathic killer, Anton Chigurh (Javier Bardem), on his trail as he dispassionately murders nearly every rival, bystander and even employer in his pursuit of his quarry and the money. As Moss desperately attempts to keep one step ahead, the blood from this hunt begins to flow behind him with relentlessly growing intensity as Chigurh closes in. Meanwhile, the laconic Sheriff Ed Tom Bell (Tommy Lee Jones) blithely oversees the investigation even as he struggles to face the sheer enormity of the crimes he is attempting to thwart.","['USA', 'Mexico']","['Ethan Coen', ' Joel Coen ']","['Joel Coen (screenplay)', ' Ethan Coen (screenplay)            |']","['Tommy Lee Jones', ' Javier Bardem', ' Josh Brolin |']","['Tommy Lee Jones', ' Javier Bardem', ' Josh Brolin |']","8,1"
158,Shutter Island,https://www.imdb.com//title/tt1130884/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_158,80000000,"In 1954, up-and-coming U.S. marshal Teddy Daniels is assigned to investigate the disappearance of a patient from Boston's Shutter Island Ashecliffe Hospital. He's been pushing for an assignment on the island for personal reasons, but before long he thinks he's been brought there as part of a twisted plot by hospital doctors whose radical treatments range from unethical to illegal to downright sinister. Teddy's shrewd investigating skills soon provide a promising lead, but the hospital refuses him access to records he suspects would break the case wide open. As a hurricane cuts off communication with the mainland, more dangerous criminals ""escape"" in the confusion, and the puzzling, improbable clues multiply, Teddy begins to doubt everything - his memory, his partner, even his own sanity.",['USA'],['Martin Scorsese '],"['Laeta Kalogridis (screenplay)', ' Dennis Lehane (novel)    ']","['Leonardo DiCaprio', ' Emily Mortimer', ' Mark Ruffalo |']","['Leonardo DiCaprio', ' Emily Mortimer', ' Mark Ruffalo |']","8,1"
159,Vice-versa,https://www.imdb.com//title/tt2096673/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_159,175000000,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",['USA'],"['Pete Docter', ' Ronnie Del Carmen (co-director)    ']","['Pete Docter (original story by)', ' Ronnie Del Carmen (original story by)            |']","['Amy Poehler', ' Bill Hader', ' Lewis Black |']","['Amy Poehler', ' Bill Hader', ' Lewis Black |']","8,1"
160,Warrior,https://www.imdb.com//title/tt1291584/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_160,25000000,"Two brothers face the fight of a lifetime - and the wreckage of their broken family - within the brutal, high-stakes world of Mixed Martial Arts (MMA) fighting in Lionsgate's action/drama, WARRIOR. A former Marine, haunted by a tragic past, Tommy Riordan returns to his hometown of Pittsburgh and enlists his father, a recovered alcoholic and his former coach, to train him for an MMA tournament awarding the biggest purse in the history of the sport. As Tommy blazes a violent path towards the title prize, his brother, Brendan, a former MMA fighter unable to make ends meet as a public school teacher, returns to the amateur ring to provide for his family. Even though years have passed, recriminations and past betrayals keep Brendan bitterly estranged from both Tommy and his father. But when Brendan's unlikely rise as an underdog sets him on a collision course with Tommy, the two brothers must finally confront the forces that tore them apart, all the while waging the most intense, ...",['USA'],"[""Gavin O'Connor ""]","[""Gavin O'Connor (screenplay)"", ' Anthony Tambakis (screenplay)            |']","['Tom Hardy', ' Nick Nolte', ' Joel Edgerton |']","['Tom Hardy', ' Nick Nolte', ' Joel Edgerton |']","8,1"
161,Elephant Man,https://www.imdb.com//title/tt0080678/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_161,5000000,"Joseph ""John"" Merrick is an intelligent and friendly man, but he is hated by his Victorian-era English society because he is severely deformed. Once he is discovered by a doctor, however, he is saved from his life in a freak show and he is treated like the human being that he really is.","['USA', 'UK']",['David Lynch '],"['Christopher De Vore (screenplay)', ' Eric Bergren (screenplay)            |']","['Anthony Hopkins', ' John Hurt', ' Anne Bancroft |']","['Anthony Hopkins', ' John Hurt', ' Anne Bancroft |']","8,1"
162,Trainspotting,https://www.imdb.com//title/tt0117951/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_162,3500000,"A wild, freeform, Rabelaisian trip through the darkest recesses of Edinburgh low-life, focusing on Mark Renton and his attempt to give up his heroin habit, and how the latter affects his relationship with family and friends: Sean Connery wannabe Sick Boy, dimbulb Spud, psycho Begbie, 14-year-old girlfriend Diane, and clean-cut athlete Tommy, who's never touched drugs but can't help being curious about them...",['UK'],['Danny Boyle '],"['Irvine Welsh (based on the novel by)', ' John Hodge (screenplay)    ']","['Ewan McGregor', ' Ewen Bremner', ' Jonny Lee Miller |']","['Ewan McGregor', ' Ewen Bremner', ' Jonny Lee Miller |']","8,1"
163,Sixième sens,https://www.imdb.com//title/tt0167404/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_163,40000000,"Malcom Crowe (Bruce Willis) is a child psychologist who receives an award on the same night that he is visited by a very unhappy ex-patient. After this encounter, Crowe takes on the task of curing a young boy with the same ills as the ex-patient (Donnie Wahlberg) . This boy ""sees dead people"". Crowe spends a lot of time with the boy much to the dismay of his wife (Olivia Williams). Cole's mom (Toni Collette) is at her wit's end with what to do about her son's increasing problems. Crowe is the boy's only hope.",['USA'],['M. Night Shyamalan '],['M. Night Shyamalan '],"['Bruce Willis', ' Haley Joel Osment', ' Toni Collette |']","['Bruce Willis', ' Haley Joel Osment', ' Toni Collette |']","8,1"
164,The Thing,https://www.imdb.com//title/tt0084787/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_164,15000000,"A US research station, Antarctica, early-winter 1982. The base is suddenly buzzed by a helicopter from the nearby Norwegian research station. They are trying to kill a dog that has escaped from their base. After the destruction of the Norwegian chopper the members of the US team fly to the Norwegian base, only to discover them all dead or missing. They do find the remains of a strange creature the Norwegians burned. The Americans take it to their base and deduce that it is an alien life form. After a while it is apparent that the alien can take over and assimilate into other life forms, including humans, and can spread like a virus. This means that anyone at the base could be inhabited by The Thing, and tensions escalate.",['USA'],['John Carpenter '],"['Bill Lancaster (screenplay)', ' John W. Campbell Jr. (story)    ']","['Kurt Russell', ' Wilford Brimley', ' Keith David |']","['Kurt Russell', ' Wilford Brimley', ' Keith David |']","8,1"
165,Jurassic Park,https://www.imdb.com//title/tt0107290/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_165,63000000,"Huge advancements in scientific technology have enabled a mogul to create an island full of living dinosaurs. John Hammond has invited four individuals, along with his two grandchildren, to join him at Jurassic Park. But will everything go according to plan? A park employee attempts to steal dinosaur embryos, critical security systems are shut down and it now becomes a race for survival with dinosaurs roaming freely over the island.",['USA'],['Steven Spielberg '],"['Michael Crichton (novel)', ' Michael Crichton (screenplay)            |']","['Sam Neill', ' Laura Dern', ' Jeff Goldblum |']","['Sam Neill', ' Laura Dern', ' Jeff Goldblum |']","8,1"
166,Autant en emporte le vent,https://www.imdb.com//title/tt0031381/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_166,3977000,"Scarlett is a woman who can deal with a nation at war, Atlanta burning, the Union Army carrying off everything from her beloved Tara, the carpetbaggers who arrive after the war. Scarlett is beautiful. She has vitality. But Ashley, the man she has wanted for so long, is going to marry his placid cousin, Melanie. Mammy warns Scarlett to behave herself at the party at Twelve Oaks. There is a new man there that day, the day the Civil War begins. Rhett Butler. Scarlett does not know he is in the room when she pleads with Ashley to choose her instead of Melanie.",['USA'],"['Victor Fleming', ' George Cukor (uncredited)            |']","['Margaret Mitchell (story of the old south ""Gone with the Wind"")', ' Sidney Howard (screenplay)    ']","['Clark Gable', ' Vivien Leigh', ' Thomas Mitchell |']","['Clark Gable', ' Vivien Leigh', ' Thomas Mitchell |']","8,1"
167,Les fraises sauvages,https://www.imdb.com//title/tt0050986/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_167,0,"With the exception of his elderly housekeeper Miss Agda who he treats almost like a surrogate platonic wife, widowed seventy-eight year old Dr. Isak Borg, a former medical doctor and professor, has retreated from any human contact, partly his own want but partly the decision of others who do not want to spend time with him because of his cold demeanor. He is traveling from his home in Stockholm to Lund to accept an honorary degree. Instead of flying as was the original plan, he decides to take the day long drive instead. Along for the ride is his daughter-in-law Marianne, who had been staying with him for the month but has now decided to go home. The many stops and encounters along the way make him reminisce about various parts of his life. Those stops which make him reminisce directly are at his childhood summer home, at the home of his equally emotionally cold mother, and at a gas station where the attendants praise him as a man for his work. But the lives of other people they ...",['Sweden'],['Ingmar Bergman '],['Ingmar Bergman '],"['Victor Sjöström', ' Bibi Andersson', ' Ingrid Thulin |']","['Victor Sjöström', ' Bibi Andersson', ' Ingrid Thulin |']","8,1"
168,Blade Runner,https://www.imdb.com//title/tt0083658/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_168,28000000,"In the twenty-first century, a corporation develops androids to be used as slaves in colonies outside of the Earth, identified as ""replicants"". In 2019, a former Police Officer is hired to hunt down a fugitive group of replicants living undercover in Los Angeles, California.",['USA'],['Ridley Scott '],"['Hampton Fancher (screenplay)', ' David Webb Peoples (screenplay) (as David Peoples)            |']","['Harrison Ford', ' Rutger Hauer', ' Sean Young |']","['Harrison Ford', ' Rutger Hauer', ' Sean Young |']","8,1"
169,Room,https://www.imdb.com//title/tt3170832/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_169,13000000,"ROOM tells the extraordinary story of Jack, a spirited 5-year-old who is looked after by his loving and devoted mother. Like any good mother, Ma dedicates herself to keeping Jack happy and safe, nurturing him with warmth and love and doing typical things like playing games and telling stories. Their life, however, is anything but typical--they are trapped--confined to a 10-by-10-foot space that Ma has euphemistically named Room. Ma has created a whole universe for Jack within Room, and she will stop at nothing to ensure that, even in this treacherous environment, Jack is able to live a complete and fulfilling life. But as Jack's curiosity about their situation grows, and Ma's resilience reaches its breaking point, they enact a risky plan to escape, ultimately bringing them face-to-face with what may turn out to be the scariest thing yet: the real world.","['Ireland', 'Canada', 'UK', 'USA']",['Lenny Abrahamson '],"['Emma Donoghue (screenplay by)', ' Emma Donoghue (based on the novel by)    ']","['Brie Larson', ' Jacob Tremblay', ' Sean Bridgers |']","['Brie Larson', ' Jacob Tremblay', ' Sean Bridgers |']","8,1"
170,Le monde de Nemo,https://www.imdb.com//title/tt0266543/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=BYM9MBH4BY14639G8MV0&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_170,94000000,"A clown fish named Marlin lives in the Great Barrier Reef and loses his son, Nemo, after he ventures into the open sea, despite his father's constant warnings about many of the ocean's dangers. Nemo is abducted by a boat and netted up and sent to a dentist's office in Sydney. While Marlin ventures off to try to retrieve Nemo, Marlin meets a fish named Dory, a blue tang suffering from short-term memory loss. The companions travel a great distance, encountering various dangerous sea creatures such as sharks, anglerfish and jellyfish, in order to rescue Nemo from the dentist's office, which is situated by Sydney Harbour. While the two are searching the ocean far and wide, Nemo and the other sea animals in the dentist's fish tank plot a way to return to the sea to live their lives free again.","['USA', 'Australia']","['Andrew Stanton', ' Lee Unkrich (co-director)    ']","['Andrew Stanton (original story by)', ' Andrew Stanton (screenplay by)            |']","['Albert Brooks', ' Ellen DeGeneres', ' Alexander Gould |']","['Albert Brooks', ' Ellen DeGeneres', ' Alexander Gould |']","8,1"
